0.493424	-23.339962 1.455233 -0.231239 0.891967 0.373682 0.354080 -0.052242 -0.011780 0.517904 0.228102 -0.280762 -0.249308 0.097708 
0.499229	-23.169666 1.905507 -0.287610 -0.060523 0.565141 0.755978 -0.426824 0.063996 0.361359 0.111177 -0.479281 -0.313065 0.152147 
0.505034	-23.768013 1.120687 -0.959862 0.177082 -0.018063 0.045085 -0.033695 0.044439 0.114810 -0.410057 -0.815185 -0.575012 -0.057660 
0.510839	-23.597996 1.589701 -0.120241 0.476825 0.133703 0.687398 -0.265694 0.287892 0.755782 0.488185 -0.280928 -0.372248 -0.004969 
0.516644	-23.409962 1.488038 -0.180007 0.891816 0.274364 0.123312 0.327971 0.375295 0.408086 0.392907 -0.272193 -0.227376 -0.348917 
0.522449	-23.780300 0.971928 -0.554820 0.742242 0.608478 0.561785 -0.072377 0.205311 0.486357 0.559444 0.006310 -0.095592 0.130585 
0.528254	-23.479908 1.754696 -0.270200 0.251705 0.376034 0.380475 0.008552 0.029735 0.234272 0.284340 0.028983 -0.029666 -0.120157 
0.534059	-24.381321 0.870420 -0.111088 0.677060 0.179216 0.695769 0.222363 0.434973 0.597770 0.093959 -0.108904 0.066859 -0.318887 
0.539864	-24.304531 1.099104 0.111882 0.538008 0.306115 0.283474 -0.414518 -0.316175 0.223464 0.117383 -0.517333 0.020380 0.090048 
0.545669	-23.821259 1.579031 0.419342 0.495846 0.450682 0.703673 -0.098437 0.131601 0.228245 -0.028130 -0.162190 -0.243842 0.486290 
0.551474	-23.640644 1.898881 -0.101226 0.512126 0.111288 0.501848 -0.328185 0.018079 0.680651 0.304509 -0.017514 -0.107139 0.070330 
0.557279	-23.814877 1.714528 -0.354232 0.338341 0.429337 0.928812 0.302414 0.041623 0.647011 0.293008 0.187282 -0.531130 0.002580 
0.563084	-23.894497 1.509305 -0.179861 0.637463 0.437208 0.827723 -0.250849 0.230273 0.237292 0.391051 0.133276 -0.283773 0.030964 
0.568889	-23.497982 1.642328 -0.360878 0.563193 0.429847 0.620637 0.242221 -0.248330 0.017238 -0.263066 -0.353297 0.014308 0.024542 
0.574694	-24.674339 0.694555 -0.560401 0.497735 0.613046 1.165804 0.208931 0.059233 0.142169 0.220193 0.017577 -0.090782 0.073223 
0.580499	-24.032196 1.281361 -0.205887 0.302687 0.238856 0.467144 -0.166491 -0.116822 -0.068660 0.357139 0.031241 -0.038717 0.326379 
0.586304	-24.430758 1.484130 0.256350 0.736801 0.520361 0.642218 -0.069750 -0.059639 0.319343 0.295545 -0.298866 0.026981 0.205365 
0.592109	-23.966255 1.290487 -0.582491 0.317016 0.461114 0.745621 0.695035 -0.222413 0.272948 0.462360 -0.185110 -0.090943 -0.102260 
0.597914	-23.878944 1.546124 -0.096530 0.648293 0.283383 0.929002 0.102683 -0.095013 0.342063 0.706519 -0.249873 -0.048420 -0.227114 
0.603719	-23.984680 1.452054 0.185691 0.616929 0.108161 0.810686 0.456968 0.582293 0.733537 0.251115 -0.020368 -0.151288 -0.059147 
0.609524	-23.999340 1.580839 0.137004 0.458429 0.292265 0.329236 0.004276 -0.335368 0.044139 0.242220 -0.050268 -0.345813 -0.113051 
0.615329	-23.162058 2.020886 0.193770 0.084955 -0.395159 0.507240 0.118125 -0.214741 0.258273 0.513529 0.063283 0.099607 0.080143 
0.621134	-24.903053 1.204560 0.603081 1.051142 -0.125067 0.368768 0.063792 -0.400178 -0.193017 0.596691 0.673532 0.246895 -0.214272 
0.626939	-24.387165 1.772487 0.390646 0.364447 0.103569 0.776874 0.672418 0.372131 0.557616 0.266037 -0.394528 -0.626149 -0.075234 
0.632744	-24.086349 1.027851 0.049120 0.588960 0.189068 0.745022 0.107661 -0.229271 0.338571 0.390168 -0.136204 0.259228 0.531415 
0.638549	-23.413191 1.818378 -0.436653 0.233260 0.665104 0.751424 -0.061534 0.378258 0.629743 0.250258 -0.203150 -0.182229 0.141402 
0.644354	-23.988190 1.694179 -0.204453 0.700237 0.798324 0.736567 0.164740 0.087006 0.461961 0.290476 -0.086463 0.088460 0.266332 
0.650159	-23.676594 1.529772 -0.375688 0.883827 0.198440 0.461781 0.135098 0.052853 0.398349 0.049975 -0.090146 -0.063981 -0.197748 
0.655964	-23.509270 1.713286 -0.282945 0.396136 0.238053 0.739436 -0.251138 0.241169 0.271994 -0.042520 -0.183016 -0.241624 0.274463 
0.661769	-23.978352 1.914073 0.135119 0.753904 0.612532 0.672628 0.504010 -0.066438 -0.112953 0.216699 0.247753 -0.156523 -0.171232 
0.667574	-23.848629 1.818623 0.025115 0.499972 0.479347 0.602069 0.037738 -0.163716 0.208772 -0.104786 -0.411287 -0.284440 0.221905 
0.673379	-23.382721 2.064292 -0.329352 0.147955 -0.343328 0.089388 -0.039787 -0.277382 0.157303 0.099980 -0.069827 -0.028104 0.176733 
0.679184	-24.110323 1.605328 -0.090322 0.476961 0.124175 0.413518 0.064229 -0.228066 0.410806 0.187205 -0.252992 -0.143448 -0.416484 
0.684989	-24.044292 1.637033 0.194904 0.384217 -0.071941 0.203754 -0.423370 -0.298490 0.304281 0.513734 -0.027628 -0.360219 0.229564 
0.690794	-24.172483 1.598340 -0.057398 0.181663 0.168643 0.736218 0.057055 0.015275 0.431703 0.847345 0.483763 0.004985 0.117547 
0.696599	-23.974390 1.815183 -0.094761 0.408282 0.112039 0.512190 0.473969 0.056654 0.038406 -0.168032 -0.359991 -0.631396 -0.049413 
0.702404	-24.171694 1.835454 -0.091280 0.395947 -0.252963 -0.129872 0.183190 -0.327499 0.341447 0.482355 0.244233 -0.015169 0.079105 
0.708209	-23.898001 1.796949 -0.572214 0.491358 0.266815 0.552312 0.154081 -0.140384 0.712804 0.254414 0.080071 -0.268916 -0.092844 
0.714014	-24.151728 1.854344 0.110092 0.440539 0.329226 0.529140 0.190467 -0.067793 0.628080 0.684811 -0.581894 -0.308259 -0.374325 
0.719819	-23.261353 2.231121 0.136278 0.582112 0.254988 0.309165 -0.320675 -0.012283 -0.049553 0.141455 -0.121386 -0.076008 -0.124862 
0.725624	-24.040977 2.148242 -0.113395 0.358739 0.370954 0.301474 0.470494 0.046461 0.140749 0.825934 0.085850 -0.128117 0.348161 
0.731429	-24.275120 1.657255 0.100884 0.143720 -0.299911 0.265413 0.069342 0.048357 0.048365 0.043222 0.448136 0.134457 -0.068239 
0.737234	-24.571152 1.483984 0.525371 0.035390 0.152297 0.493811 0.065960 0.335137 0.582273 0.153153 0.452094 0.102531 -0.297746 
0.743039	-23.890907 1.952217 0.046209 0.357796 -0.036865 0.658153 0.536275 0.168667 0.192957 0.449246 0.221890 -0.131559 -0.164158 
0.748844	-24.345875 1.348025 -0.109855 0.446276 -0.023312 0.701047 0.327724 0.128245 0.523908 0.264512 0.348135 0.257808 0.246292 
0.754649	-25.039169 1.112155 0.201567 0.742835 0.384351 0.521472 0.209578 0.174087 0.537559 0.341672 -0.280399 -0.162934 0.419441 
0.760454	-24.092836 1.861541 -0.081215 0.755076 0.569322 0.563034 -0.010898 -0.223362 0.147374 0.315111 0.255679 0.319808 0.354690 
0.766258	-24.721729 1.838202 0.523759 0.606354 0.122507 0.999712 0.212210 0.476492 0.247386 0.047413 -0.002655 -0.114272 0.354936 
0.772063	-24.638000 1.368110 -0.049347 0.555936 0.318454 0.975935 0.406476 0.112857 0.210204 0.215527 -0.158772 -0.076864 0.303276 
0.777869	-24.203987 1.429028 -0.057796 0.821013 0.393683 0.480742 0.221777 0.336684 0.520880 0.408521 0.127265 -0.393353 -0.039079 
0.783673	-24.438278 1.350887 -0.216102 0.426161 0.007108 0.599175 0.030236 0.156829 0.905900 0.607039 0.465142 -0.075203 0.194083 
0.789478	-24.527477 1.418753 -0.075370 0.186449 -0.043349 0.625515 -0.103951 0.111273 0.837217 0.491906 0.694080 0.182393 0.070520 
0.795283	-25.066969 0.858702 0.300125 0.725593 0.439522 0.463243 0.346538 0.083883 0.391502 0.106712 -0.018290 0.157081 0.150496 
0.801088	-24.987726 0.894290 0.520637 0.579993 0.109957 0.588498 0.340074 0.036385 0.339049 0.120062 0.087978 -0.219519 0.218503 
0.806893	-24.851593 1.200698 0.210404 0.521314 -0.170058 0.762843 0.881037 -0.217610 0.314209 0.628163 0.106987 0.023231 0.415171 
0.812698	-24.364225 1.610778 -0.118935 0.440819 0.287828 0.115938 -0.322397 -0.251590 0.582896 0.453174 0.458314 0.014051 -0.107297 
0.818503	-24.482683 1.351744 0.622841 0.989880 -0.230972 -0.179671 -0.252737 -0.149499 0.383034 0.060778 -0.460120 -0.116733 0.054146 
0.824308	-24.038544 1.659854 0.006601 0.506279 -0.125605 0.415044 0.158084 0.273650 0.391640 0.504600 0.357064 0.110565 -0.193649 
0.830113	-24.628143 1.372205 0.378827 0.448485 0.408991 0.466724 0.331002 0.263858 0.204690 0.405739 0.117496 0.061294 0.209804 
0.835918	-24.384562 1.406929 -0.011998 0.216026 -0.143422 0.456514 0.443727 0.393884 0.096073 0.370607 -0.035869 -0.168037 0.238548 
0.841723	-24.629217 1.294925 0.018238 0.329538 -0.178731 0.326244 0.105507 0.143939 0.312012 0.524801 0.649232 0.222783 -0.021420 
0.847528	-24.270554 1.714711 0.352180 0.838469 -0.043797 0.514554 0.165103 -0.314048 0.415267 0.461174 0.123249 0.353210 0.220592 
0.853333	-24.153385 1.609622 0.214835 0.729693 0.163597 1.014684 0.530652 0.048533 -0.115886 -0.354488 0.370666 -0.109826 0.145194 
0.859138	-24.914780 1.321476 0.338181 0.536689 -0.235524 1.047849 0.608725 -0.131851 0.224845 -0.032658 0.003072 0.038148 0.179221 
0.864943	-24.842598 1.313745 0.651640 0.938602 0.208980 0.349944 0.073960 0.020053 0.230381 0.339861 0.394295 -0.427277 -0.162574 
0.870748	-24.794125 1.290905 0.358918 0.761677 0.267572 0.563938 0.583497 0.015176 0.264771 0.144105 0.415431 0.261246 0.214063 
0.876553	-24.652481 1.256294 0.045630 0.499339 0.058338 1.023057 0.913566 0.160767 -0.014622 0.255511 -0.001799 -0.203202 0.154277 
0.882358	-24.945694 1.134686 0.416163 0.603588 -0.066743 0.687976 0.526433 -0.081440 -0.149244 -0.050256 0.558686 0.480337 0.127738 
0.888163	-25.034790 1.068635 0.971132 1.257832 -0.332072 -0.075820 0.877355 0.679865 0.226628 -0.030591 -0.068301 -0.090225 0.064203 
0.893968	-24.691360 1.448151 0.526864 0.393646 -0.698266 0.473747 0.875782 0.092584 0.238712 0.428743 0.037827 -0.047937 0.159231 
0.899773	-25.019299 1.048540 -0.148971 0.758608 -0.043889 0.261041 0.134962 0.125781 0.376656 0.347175 0.269116 0.414583 0.045606 
0.905578	-24.507301 1.480794 0.168912 0.636366 -0.301835 0.468360 0.379397 -0.063714 0.531575 0.068113 -0.300015 -0.129531 0.109608 
0.911383	-24.763559 0.583416 -0.279982 0.202295 -0.625789 -0.050234 0.306016 -0.116459 0.010983 0.171609 -0.029169 0.045330 0.454681 
0.917188	-24.766283 1.200071 -0.001760 0.486249 0.285246 0.644600 0.346359 -0.026633 0.303663 0.095429 0.076763 -0.107190 0.111066 
0.922993	-23.976326 1.589528 0.561488 0.883059 0.258585 0.535417 -0.004177 -0.111166 -0.099690 0.011939 -0.045148 -0.340338 0.462587 
0.928798	-25.054173 1.017329 0.114170 0.313907 -0.504425 0.679292 1.009443 0.070263 -0.028617 0.259115 0.158961 0.314781 0.433223 
0.934603	-24.889736 0.887630 0.218841 0.108566 0.212757 0.906237 1.005069 0.351609 0.398058 0.124072 0.206374 0.156157 0.285392 
0.940408	-24.913876 0.818200 0.034781 0.782931 -0.343008 0.090872 0.203023 -0.064807 0.559093 0.632944 0.621156 0.242870 0.200822 
0.946213	-24.893757 1.811618 0.316046 0.307455 -0.165713 0.355204 0.285684 0.337036 0.744193 0.153903 0.118878 0.105747 0.204726 
0.952018	-25.292931 1.216175 0.693606 0.738539 0.289864 0.321690 0.208780 -0.011960 0.395705 0.074377 0.035512 0.050449 0.268179 
0.957823	-24.508633 1.453139 0.444346 0.593419 -0.307607 -0.128131 0.155778 0.226905 0.263789 0.385906 -0.191364 -0.515859 0.331527 
0.963628	-24.341745 1.971516 0.767200 0.440219 -0.425325 0.081894 0.574138 0.170087 0.030835 0.016736 0.350746 -0.229669 0.134443 
0.969433	-24.374348 1.613491 0.213338 0.769717 -0.534953 -0.257905 0.462956 -0.061565 0.314713 -0.026042 0.209524 -0.194109 -0.356395 
0.975238	-25.376064 0.749454 0.377887 0.801193 0.245322 0.097547 0.099402 0.440435 0.507630 0.078730 -0.065392 -0.409648 -0.049282 
0.981043	-24.280388 1.861085 0.109054 0.744250 -0.046239 0.608898 0.441701 -0.222273 0.078139 -0.240946 -0.053043 -0.110181 -0.080250 
0.986848	-24.923590 1.363169 0.338842 0.236607 -0.029298 0.896959 0.688276 0.215540 0.224401 0.324738 -0.326697 -0.246915 0.524413 
0.992653	-24.995399 1.103680 0.288489 0.514732 0.102235 0.515563 0.113338 -0.571376 -0.619850 0.103633 0.263814 0.286967 0.295351 
0.998458	-24.611860 1.397708 0.606290 0.783280 -0.329223 0.043730 0.050818 0.100590 -0.248633 0.829293 0.710653 -0.007372 0.243505 
1.004263	-24.411383 2.051972 0.593513 0.209812 -0.261585 0.790861 0.300250 -0.305422 0.422886 -0.105118 -0.206892 0.114379 -0.247111 
1.010068	-24.648483 1.898785 0.304136 0.505076 0.394930 0.952279 -0.193758 -0.313981 -0.149992 -0.041218 0.060162 0.295987 0.513244 
1.015873	-24.869640 1.985069 0.854154 0.452681 0.176780 0.709611 -0.162451 -0.529696 0.667121 0.252934 0.232653 0.179643 0.061842 
1.021678	-24.599350 1.067116 0.381947 0.539391 -0.062287 0.537679 0.152311 0.322429 0.353588 0.272080 0.239482 0.266095 0.079044 
1.027483	-23.977011 1.457915 -0.001521 0.383079 -0.034425 0.222765 -0.100167 -0.158087 0.453455 0.865670 0.384962 0.249681 0.471694 
1.033288	-24.170799 1.150663 0.268322 0.723552 -0.681583 0.279617 0.480222 0.449815 -0.044261 0.344433 0.923508 0.458542 0.472916 
1.039093	-23.853785 2.103899 0.874796 1.385521 0.466375 0.739219 0.482192 0.009796 0.508119 -0.200081 0.166728 -0.160196 0.184849 
1.044898	-22.986597 3.433274 1.807430 1.807703 0.423797 0.503782 0.154379 -0.441126 0.136580 0.381366 -0.175417 0.072763 -0.075140 
1.050703	-22.439985 3.576800 1.704024 1.571607 0.131392 0.572808 0.134366 -0.150419 0.192987 0.193149 0.531152 0.097411 0.090754 
1.056508	-21.803841 3.717253 2.512731 1.674366 -0.239495 -0.054982 -0.234756 0.058446 0.279696 -0.098784 -0.141626 -0.243068 -0.172019 
1.062313	-21.228662 4.074441 2.813964 1.891434 -0.370582 0.302524 -0.807851 -0.659117 -0.177100 0.137516 0.213676 -0.110136 0.049588 
1.068118	-20.100761 4.061570 3.215469 1.654977 -0.888065 0.502927 -0.775960 -0.285358 -0.689457 -0.250755 0.322371 -0.156313 -0.319575 
